ID,Sentences
827,MỞ MÁY LẠNH HAI MƯƠI SÁU ĐỘ
828,MỞ NHẠC NAM PHI TRONG HAI MƯƠI BỐN TIẾNG
829,MỞ NHẠC ĐÀI LOAN RÌ MÍT
830,MỞ NHẠC RÌ MÍT
831,MỞ NHẠC TÍT TÓC
832,QUÊ HƯƠNG CỦA NÔ BI TA Ở ĐÂU
833,TRIỆU CHỨNG HẬU CÔ VÍT
834,TÁM BÌNH CỘNG MƯỜI HAI BẰNG BAO NHIÊU
835,NHIỆT ĐỘ NGOÀI TRỜI QUẬN BA HIỆN TẠI LÀ BAO NHIÊU
836,THỜI TIẾT QUẬN BA BÂY GIỜ
837,NHẮC TÔI ĐEM ÁO MƯA VÀO TÁM GIỜ SÁNG MAI
838,NHẮC TÔI BỎ ĐỒ VÀO MÁY GIẶT LÚC MƯỜI GIỜ
839,NHẮC TÔI HỌC TIẾNG ANH VÀO LÚC TÁM GIỜ TỐI
840,NHẮC TÔI ĂN TRƯA SAU HAI MƯƠI PHÚT NỮA
841,NHẮC TÔI ĐI CHƠI VÀO LÚC CHÍN GIỜ
842,NHẮC TÔI NẤU CƠM VÀO LÚC MƯỜI MỘT GIỜ
843,NHẮC TÔI CÓ HẸN VÀO LÚC BẢY GIỜ TỐI NAY
844,BA MƯƠI PHÚT NỮA NHẮC TÔI PHƠI ĐỒ
845,NHẮC TÔI ĐI TẬP THỂ DỤC VÀO LÚC TÁM GIỜ TỐI NAY
846,NHẮC TÔI ĐI NGỦ VÀO LÚC MƯỜI MỘT GIỜ ĐÊM NAY
847,GỌI TÔI DẬY VÀO LÚC BẢY GIỜ NGÀY MAI
848,MỞ BÓT CÁT GIẢI TRÍ
849,MỞ BÓT CÁT THÌ THẦM
850,BẬT RÂY ĐI Ô TẦN SỐ ÉP EM CHÍN BẢY MÊ GA HÉC
851,MỞ RA ĐI Ô
852,THÁNG NÀY CÓ BA MỐT NGÀY KHÔNG
853,HAI NGÀY TRƯỚC LÀ NGÀY BAO NHIÊU
854,TẾT NGUYÊN ĐÁN HAI KHÔNG HAI BA NGÀY DƯƠNG BAO NHIÊU
855,BA MƯƠI THÁNG TƯ HAI KHÔNG HAI HAI LÀ THỨ MẤY
856,TẮT BỜ LU TÚT
857,GIẢM ÂM LƯỢNG VỀ MỨC BỐN
858,TĂNG ÂM LƯỢNG LÊN MỨC MƯỜI
859,BẬT BỜ LU TÚT
860,TẮT KỂ TRUYỆN SAU BA MƯƠI PHÚT
861,KỂ TRUYỆN CỔ TÍCH TRONG MỘT GIỜ
862,TẮT TIẾNG TI VI PHÒNG KHÁCH
863,GIẢM NHIỆT ĐỘ MÁY LẠNH HAI ĐỘ
864,CHỈNH NHIỆT ĐỘ MÁY LẠNH HAI BỐN ĐỘ
865,TẮT NHẠC SAU MỘT GIỜ
866,MỞ NHẠC KHÔNG LỜI TRONG HAI MƯƠI PHÚT
867,MỞ NHẠC RÌ MÍT
868,TÁC HẠI CỦA VIỆC XEM TI VI QUÁ NHIỀU
869,LỢI ÍCH CỦA SỮA MẸ
870,MƯỜI BẢY NHÂN TÁM LĂM BẰNG BAO NHIÊU
871,THỜI TIẾT QUẬN BA CHIỀU NAY
872,THỜI TIẾT QUẬN BA
873,ĐẶT BÁO THỨC CHÍN GIỜ TỐI
874,GỌI TÔI LÚC BẢY GIỜ TỐI
875,NHẮC TÔI NĂM PHÚT NỮA TẮT BẾP
876,NHẮC TÔI KHÓA CỬA LÚC CHÍN GIỜ TỐI
877,NHẮC TÔI LÚC BẢY GIỜ SÁNG HÀNG NGÀY
878,NHẮC TÔI NGÀY MƯỜI LĂM THÁNG HAI ĐẶT VÉ XE
879,NHẮC TÔI UỐNG NƯỚC SAU MỖI MỘT TIẾNG
880,BA MƯƠI PHÚT NỮA NHẮC TÔI GỌI ĐIỆN THOẠI
881,ĐẶT BÁO THỨC LÚC SÁU GIỜ SÁNG
882,MỞ BỐT CÁT VẬT VỜ
883,MỞ RA ĐI Ô
884,TẮT RA ĐI Ô
885,MỞ RA ĐI Ô LÚC TÁM GIỜ
886,MỞ TIN TỨC CỦA VÊ Ô HÉT
887,MỞ RA ĐI Ô ÉP EM CHÍN MƯƠI CHÍN CHẤM CHÍN MÊ GA ẸC
888,MỞ RA ĐI Ô VÊ Ô HẮT GIAO THÔNG
889,TẾT ÂM LỊCH HAI KHÔNG HAI BA LÀ NGÀY NÀO
890,HAI THÁNG CHÍN LÀ THỨ MẤY
891,BA MƯƠI THÁNG TƯ LÀ THỨ MẤY
892,MỞ BỜ LU TÚT
893,MỞ TRUYỆN CỔ TÍCH TRONG BA MƯƠI PHÚT
894,TĂNG NHIỆT ĐỘ MÁY LẠNH THÊM HAI ĐỘ
895,TẮT NHẠC SAU MỘT GIỜ
896,MỞ BÀI DẠ KHÚC TRONG MỘT TIẾNG
897,LÀM SAO TRỊ NỨT CỤC
898,ĐỊNH LUẬT NÊU TƠN LÀ DÌ
899,CĂN BẬC HAI CỦA MỘT TRĂM HAI MƯƠI HAI LÀ BAO NHIÊU
900,GIÁ VÀNG ÉT TRÂY SI HÔM NAY
901,LÁ CỜ CỦA BA LI MÀU GÌ
902,HIỆN TẠI NGOÀI TRỜI TIA U VIA LÀ BAO NHIÊU
903,NĂM PHÚT NỮA NHẮC TÔI TẮT BẾP
904,MỘT TIẾNG NỮA NHẮC TÔI CHO MÈO ĂN
905,ĐẶT BÁO THỨC LÚC BẢY GIỜ SÁNG
906,NHẮC TÔI MƯỜI LĂM PHÚT NỮA ĐI TẮM
907,BỎ TẤT CẢ CÁC NHẮC NHỞ
908,NHẮC BA TÔI MƯỜI PHÚT NỮA UỐNG THUỐC HUYẾT ÁP
909,NHẮC MÌNH BA MƯƠI PHÚT NỮA NẤU CƠM
910,NHẮC TÔI ĐI NGỦ LÚC MƯỜI MỘT GIỜ TỐI
911,NHẮC TÔI BẢY GIỜ BA MƯƠI DẬY
912,MỞ BÓT CÁT TIẾP THEO
913,TÔI MUỐN NGHE BÓT CÁT VỀ HÔN NHÂN
914,MỞ ĐÀI VÊ Ô HẮT
915,MỞ BÓT CÁT VỀ PHÁP LUẬT
916,MỞ BÓT CÁT CỦA TÂM SỰ
917,TÔI MUỐN NGHE BÓT CÁT CỦA QUỐC KHÁNH
918,MỞ BÓT CÁT
919,GIẢM ÂM LƯỢNG RAY ĐI Ô
920,MỞ TIN TỨC VỀ GEM SÔ THỬ THÁCH TRỐN THOÁT
921,ĐỌC TIN TỨC ĐẾN MƯỜI GIỜ
922,TÔI MUỐN NGHE RAY ĐI Ô
923,MỞ ĐÀI ÉP EM CHÍN CHÍN CHẤM CHÍN
924,MỞ ÂM THANH CỦA DÓ
925,NGÀY HAI MƯƠI THÁNG MƯỜI LÀ NGÀY GÌ
926,KẾT NỐI LU TÚT
927,TẮT LU TÚT
928,MỞ LU TÚT
929,BẬT LU TÚT
930,KỂ CHUYỆN ĐẾN MƯỜI MỘT GIỜ
931,KỂ MƯỜI CÂU TRUYỆN CỔ TÍCH
932,TĂNG ÂM LƯỢNG TI VI PHÒNG KHÁCH
933,GIẢM MÁY LẠNH XUỐNG HAI ĐỘ NỮA
934,CHỈNH MÁY LẠNH ĐẾN HAI MƯƠI SÁU ĐỘ
935,MỞ NHẠC TRONG MƯỜI LĂM PHÚT
936,LẶP LẠI BÀI NÀY MƯỜI LẦN
937,CHIẾN TRANH THẾ GIỚI THỨ HAI DIỄN RA KHI NÀO
938,ĐỔI MỘT Ê RÔ RA TIỀN VIỆT
939,MƯỜI PHẨY NĂM NHÂN SÁU BẰNG BAO NHIÊU
940,MỘT Ê RÔ BẰNG BAO NHIÊU TIỀN VIỆT
941,NHẮC TÔI NGÀY MAI TÉT CÔ VÍT
942,XÓA NHẮC NHỞ LÚC NĂM GIỜ CHIỀU
943,NHẮC TÔI TẮT ĐÈN SAU MƯỜI GIỜ TỐI
944,NHẮC TÔI UỐNG NƯỚC SAU BA MƯƠI PHÚT NỮA
945,NHẮC TÔI UỐNG THUỐC BẢY GIỜ TỐI MỖI NGÀY
946,NHẮC TÔI ĐI NGỦ SAU BA MƯƠI PHÚT NỮA
947,NHẮC TÔI DẬY VÀO BẢY GIỜ SÁNG MAI
948,MỞ BÓT CÁT VỀ SỨC KHỎE
949,MỞ BÓT CÁT
950,MỞ TIN TỨC VỀ CHIẾN TRANH U RAI NA
951,MỞ KÊNH RA ĐI Ô CA NHẠC
952,TẮT RA ĐI Ô SAU MƯỜI PHÚT
953,TẮT RA ĐI Ô SAU MƯỜI PHÚT
954,MỞ RA ĐI Ô TRONG HAI GIỜ
955,MỞ THỜI SỰ VÊ Ô HÁT
956,MỞ CHƯƠNG TRÌNH RA ĐI Ô BÚT
957,MỞ KÊNH ÉP EM TÁM MƯƠI CHÍN
958,MỞ VÊ Ô VÊ MỘT
959,NGÀY MƯỜI ÂM LỊCH LÀ THỨ MẤY
960,TĂNG ÂM LƯỢNG LÊN MỘT TRĂM PHẦN TRĂM
961,TẮT BỜ LU TÚT
962,BẬT BỜ LU TÚT
963,TẮT TRUYỆN SAU BA MƯƠI PHÚT NỮA
964,MỞ TRUYỆN CỔ TÍCH TRONG BA MƯƠI PHÚT
965,MỞ MƯỜI TRUYỆN CỔ TÍCH
966,TĂNG NĂM ĐỘ
967,GIẢM HAI ĐỘ
968,MỞ NHẠC PI A NÔ KHÔNG LỜI
969,MỞ BÀI GIẤC MƠ THẦN TIÊN ĐẾN MƯỜI GIỜ SÁNG
970,MỞ BÀI GIẤC MƠ THẦN TIÊN ĐẾN MƯỜI GIỜ SÁNG
971,MỞ NHẠC ĐẾN MƯỜI GIỜ TỐI
972,TẮT NHẠC TRONG MỘT GIỜ NỮA
973,MỞ NHẠC TRONG BA MƯƠI PHÚT
974,MỞ BÀI XE ĐẠP NĂM LẦN
975,MỞ BÀI XE ĐẠP NĂM LẦN
976,BĂNG Ở HAI CỰC KHI NÀO THÌ TAN HẾT
977,MỘT NGÀN CHÍN TRĂM NHÂN MỘT NGÀN HAI TRĂM BẰNG BAO NHIÊU
978,BU TIN LÀ AI
979,DỊCH CÂU CHÚC MỘT NGÀY TỐT LÀNH SANG TIẾNG ANH
980,SƠN TÙNG EM TI BI LÀ AI
981,MƯỜI HAI GIỜ HÔM NAY CÓ NẮNG KHÔNG
982,NHẮC TÔI ĐI NGỦ TRONG BA MƯƠI PHÚT NỮA
983,NHẮC TÔI ĂN TRƯA TRONG BA MƯƠI PHÚT NỮA
984,NHẮC TÔI MỜI TRÀ SỮA CHO TIM MA KÉT TINH
985,NHẮC TÔI ĐI NHẬU LÚC MƯỜI GIỜ
986,NHẮC TÔI ĐI ĂN TRONG BA MƯƠI PHÚT NỮA
987,NHẮC TÔI TẬP THỂ DỤC SÁU GIỜ HẰNG NGÀY
988,NHẮC TÔI ĐI SIÊU THỊ TRONG BA MƯƠI PHÚT NỮA
989,ĐẶT BÁO THỨC LÚC SÁU GIỜ SÁNG MAI
990,BÓT CÁT GIA ĐÌNH
991,BÓT CÁT HÔN NHÂN
992,MỞ ÂU ĐI Ô ĐỘNG VẬT
993,BÓT CÁT TUỔI TRẺ
994,BÓT CÁT KINH PHẬT
995,TẮT BÓT CÁT
996,MỞ BÓT CÁT QUỐC KHÁNH
997,MỞ RÂY ĐI Ô VỀ HÔN NHÂN GIA ĐÌNH
998,MỞ RA ĐI Ô TRONG MỘT GIỜ
999,TĂNG ÂM LƯỢNG RÂY ĐI Ô
1000,MỞ RÂY ĐI Ô TRONG MƯỜI PHÚT NỮA
1001,MỞ TIN TỨC KÊNH VÊ Ô VÊ MỘT
1002,MỞ RÂY ĐI Ô Ở TẦN SỐ SÁU CHÍN
1003,MỞ KÊNH VÊ Ô VÊ BA
1004,TIẾNG CHIM CÁNH CỤC
1005,BA THÁNG HAI LÀ NGÀY GÌ
1006,HAI MƯƠI THÁNG MƯỜI LÀ NGÀY GÌ
1007,BAO NHIÊU NGÀY NỮA ĐẾN NÔ EN
1008,BAO GIỜ ĐẾN NÔ EN
1009,TĂNG ÂM LƯỢNG LÊN BA MƯƠI PHẦN TRĂM
1010,MỞ LU TÚT
1011,KỂ ĐOẠN KẾT
1012,KỂ CHUYỆN CỔ TÍCH TRONG BỐN MƯƠI PHÚT
1013,TẮT TI VI
1014,TĂNG ÂM LƯỢNG TI VI
1015,BẬT TI VI PHÒNG KHÁCH
1016,TĂNG NHIỆT ĐỘ MÁY LẠNH LÊN HAI TÁM ĐỘ
1017,MỞ TI VI PHÒNG KHÁCH
1018,TUA NHANH MƯỜI GIÂY
1019,MỞ HAI MƯƠI BÀI HÁT VUI
1020,PHÁT NHẠC CHI BU MỘT GIỜ
1021,MỞ BÀI HÁT HIỆN TẠI MỘT GIỜ
1022,MỞ NHẠC THƯ DÃN
1023,MỞ BÀI ĐANG NGHE TRONG BA MƯƠI PHÚT
1024,MỞ NHẠC HÍP HÓP
1025,MỘT BỐN KHÔNG HAI CỘNG HAI KHÔNG HAI HAI BẰNG MẤY
1026,XU HƯỚNG TÍT TÓT HIỆN NAY LÀ GÌ
1027,EM SI CÂY LÀ AI
1028,LỊCH CHIẾU PHIM XÊ GỜ VÊ LÚC BẢY GIỜ
1029,THÔNG TIN VỀ LÁCH BINH
1030,THỜI TIẾT TẠI HÀ NỘI LÚC MƯỜI HAI GIỜ TRƯA HÔM NAY
1031,THỜI TIẾT LÚC MƯỜI BẢY GIỜ BA MƯƠI
1032,BÂY GIỜ THỜI TIẾT SÀI GÒN RA SAO
1033,XÓA LỊCH BÁO THỨC LÚC HAI GIỜ
1034,ĐẶT GIỜ BÁO THỨC TÁM GIỜ SÁNG CỦA MỖI CUỐI TUẦN
1035,XÓA BÁO THỨC LÚC TÁM GIỜ SÁNG
1036,NHẮC TÔI UỐNG THUỐC HAI MƯƠI GIỜ HÀNG NGÀY
1037,ĐẶT LỊCH HẸN LÚC SÁU GIỜ VỚI NGÂN
1038,ĐẶT BÁO THỨC BẢY GIỜ NGÀY MAI
1039,MỞ KINH PHẬT TRONG MỘT TIẾNG
1040,MỞ BÓT CÁT CHỦ ĐỀ HÔN NHÂN
1041,BÓT CÁT ĐANG PHÁT TÊN GÌ
1042,MỞ BỐT CÁT VIỆT XE TE RA
1043,MỞ BÓT CẠT
1044,MỞ RA ĐI Ô TRONG MỘT TIẾNG
1045,TẮT RA ĐI Ô LÚC HAI GIỜ
1046,MỞ RA ĐI Ô MỘT TIẾNG
1047,MỞ TIN TỨC VÀO LÚC BẢY GIỜ
1048,MỞ TIN TỨC NGÀY BA MỐT THÁNG BA
1049,KHI NÀO TỚI TẾT HAI KHÔNG HAI BA
1050,TẮT ÂM TRONG VÒNG NĂM PHÚT
1051,TẮT ÂM LƯỢNG TI VI
1052,BẬT LU TÚT
1053,TRUYỆN KẾ TIẾP
1054,KỂ CHUYỆN TRONG MỘT TIẾNG
1055,TĂNG NHIỆT ĐỘ PHÒNG LÊN HAI MƯƠI BẢY ĐỘ XÊ
1056,PHÁT BÀI NÀY NĂM LẦN
1057,BẬT NHẠC THƯ GIÃN TRONG BA MƯƠI PHÚT
1058,BẬT ĐẠI MỘT BÀI HÁT ĐI
1059,TẮT NHẠC SAU BA MƯƠI PHÚT NỮA
1060,DANH SÁCH NHỮNG AN NI ME HAY
1061,MƯỜI TÁM CỘNG MƯỜI MỘT NHÂN CHÍN CHÍN BẰNG BAO NHIÊU
1062,CHIẾN TRANH CỦA NGA VÀ U REN THẾ NÀO RỒI
1063,DỊCH CHÚC BẠN MỘT NGÀY TỐT LÀNH SANG TIẾNG PHÁP
1064,THỜI TIẾT TẠI ĐÀ NẴNG LÚC MƯỜI DỜ TRƯA
1065,Ở LON ĐON CÓ TUYẾT KHÔNG
1066,NEO BÌNH CÓ LẠNH KHÔNG
1067,THỜI TIẾT TẠI PHÚ QUỐC LÚC MƯỜI HAI DỜ TRƯA THẾ NÀO
1068,THỜI TIẾT LÚC MƯỜI BẢY GIỜ
1069,THỜI TIẾT TẠI NEO BÌNH THẾ NÀO
1070,XOÁ BÁO THỨC LÚC BẢY GIỜ
1071,NHẮC TÔI HỦY ĐĂNG KÝ BỐN GỜ
1072,NHẮC TÔI NỘP ĐÉT LAI LÚC MƯỜI MỘT DỜ NĂM CHÍN PHÚT
1073,NHẮC TÔI ĐĂNG BÀI LÊN TRANG Ô LI LÚC MƯỜI MỘT DỜ
1074,XÓA NHẮC NHỞ LÚC TÁM GIỜ SÁNG
1075,NHẮC TÔI UỐNG THUỐC LÚC MƯỜI BẢY GIỜ HẰNG NGÀY
1076,NHẮC TÔI GỌI ĐIỆN CHO MẸ SAU HAI MƯƠI PHÚT NỮA
1077,ĐẶT BÁO THỨC LÚC BẢY GIỜ SÁNG
1078,DANH SÁCH BÓT CÁT HAY
1079,TẮT BÓT CÁT ĐI
1080,GIẢM ÂM LƯỢNG BÓT CÁT
1081,MỞ BÓT CÁT MỞ BÓT CÁT CHO GIỚI TRẺ
1082,MỞ BÓT CÁT CHỦ ĐỀ GIA ĐÌNH
1083,BÓT CÁT NÀO HAY
1084,BÓT CÁT ĐANG PHÁT CỦA AI
1085,TĂNG ÂM LƯỢNG BÓT CÁT
1086,MỞ BÓT CÁT QUỐC KHÁNH
1087,MỞ RA ĐI Ô MỘT TIẾNG
1088,MỞ TIN TỨC SAU BA MƯƠI PHÚT NỮA
1089,MỞ TIN TỨC VỀ DỚI CHẺ
1090,MỞ TIN TỨC NGA VÀ U REN
1091,MỞ TIN TỨC NGÀY BA MỐT THÁNG BA
1092,MỞ RAY ĐI Ô TẦN SỐ CHÍN CHÍN
1093,MƯỜI BỐN THÁNG BA LÀ NGÀY GÌ
1094,MƯỜI TÁM THÁNG MƯỜI MỘT HAI KHÔNG HĂM HAI LÀ NGÀY MẤY ÂM LỊCH
1095,BA MƯƠI THÁNG TƯ LÀ NGÀY GÌ
1096,TĂNG ÂM LƯỢNG TI VI
1097,BẬT LU TÚT
1098,MỞ DANH SÁCH TRUYỆN MAN GA
1099,BẬT TRUYỆN ĐẾN CHÍN GIỜ TỐI
1100,TĂNG ÂM LƯỢNG TI VI LÊN BẢY MƯƠI
1101,MỞ TI VI
1102,ĐIỀU CHỈNH NHIỆT ĐỘ MÁY LẠNH THÀNH HAI MƯƠI SÁU ĐỘ XÊ
1103,LẶP LẠI BÀI HÁT TRONG MỘT TIẾNG
1104,MỞ DANH SÁCH NHẠC CỦA BIN GI
1105,MỞ NHẠC PHIM AN NI ME
1106,MỞ NHẠC ĐỂ CHIU
1107,MỞ DANH SÁCH NHẠC LÔ PHAI
1108,MỞ BÀI NÀY ĐẾN TÁM GIỜ TỐI
1109,MỞ DANH SÁCH NHẠC CỦA ĐA LÁP
1110,MỞ BÀI CỨ CHIU THÔI
1111,MÀU SẮC XU HƯỚNG HAI KHÔNG HAI HAI
1112,GIUNG CÚC BI TI ÉT LÀ AI
1113,DỊCH CHÚC BẠN MỘT NGÀY TỐT LÀNH SANG TIẾNG TRUNG
1114,BI TI ÉT LÀ AI
1115,MƯỜI HAI GIỜ HÔM NAY CÓ NẮNG KHÔNG
1116,THỜI TIẾT TẠI MỸ LÚC MƯỜI HAI GIỜ
1117,THỜI TIẾT LÚC HAI MỐT GIỜ
1118,NHẮC TÔI HỌC TIẾNG TRUNG TRONG BA MƯƠI PHÚT NỮA
1119,NHẮC TÔI ĂN TRƯA TRONG BA MƯƠI PHÚT NỮA
1120,NHẮC TÔI GỌI CHO MẸ LÚC MƯỜI GIỜ
1121,NHẮC TÔI TẬP THỂ DỤC TRONG BA MƯƠI PHÚT NỮA
1122,NHẮC TÔI ĐI NGỦ LÚC MƯỜI GIỜ TỐI NAY
1123,ĐẶT BÁO THỨC LÚC BẢY GIỜ SÁNG
1124,BÓT CÁT GIA ĐÌNH
1125,BÓT CÁT HÔN NHÂN
1126,BÓT CÁT TÌNH YÊU
1127,BÓT CÁT VỀ TRUYỆN
1128,BÓT CÁT KINH PHẬT
1129,BÓT CÁT NĂM KHÁC LÀ CỦA AI
1130,MỞ BÓT CÁT CỦA MINH HƯƠNG
1131,BẬT BÓT CÁT
1132,BẬT BÓT CÁT
1133,MỞ RÂY ĐI Ô
1134,MỞ TIN TỨC VÀO LÚC CHÍN GIỜ MỖI SÁNG
1135,MỞ RÂY ĐI Ô TẦN SỐ CHÍN CHÍN MÊ GA HÉC
1136,MỞ RÂY ĐI Ô NHẠC
1137,TIẾNG BI A NÔ
1138,TIẾNG VI Ô LÔNG
1139,NGÀY BA THÁNG HAI LÀ NGÀY GÌ
1140,BA MƯƠI THÁNG TƯ LÀ NGÀY GÌ
1141,BAO NHIÊU NGÀY NỮA ĐẾN BA MƯƠI THÁNG TƯ
1142,MỘT THÁNG TƯ LÀ NGÀY GÌ
1143,BẬT LU TÚT
1144,MỞ LU TÚT
1145,TẮT LU TÚT
1146,KỂ MƯỜI TRUYỆN CỔ TÍCH
1147,TẮT TI VI PHÒNG KHÁCH
1148,TĂNG ÂM LƯỢNG TI VI
1149,BẬT TI VI PHÒNG KHÁCH
1150,MỞ BÀI ĐÔI MẮT TRONG MỘT TIẾNG
1151,MỞ NHẠC LÔ PHAI
1152,TẠI SAO CON NGƯỜI CÓ HAI CHÂN
1153,MỘT CỘNG TÁM BẰNG MẤY
1154,BỐ MÌNH ĐÂU RỒI
1155,SINH NHẬT CỦA LI SA
1156,Ở TÔ KY Ô CÓ LẠNH KHÔNG
1157,THỜI TIẾT NĂM GIỜ CHIỀU HÔM NAY TẠI HIU TẦN
1158,THỜI TIẾT MƯỜI MỘT GIỜ ĐÊM NAY THẾ NÀO
1159,THỜI TIẾT Ở HIU TẦN THẾ NÀO
1160,NHẮC TÔI MANG ĐỒ ĐI GIẶT VÀO SÁU GIỜ CHIỀU NGÀY MAI
1161,NHẮC TÔI ĐÁNH RĂNG MƯỜI MỘT GIỜ MỖI TỐI
1162,NHẮC TÔI PHA CÀ PHÊ TRONG BỐN MƯƠI BẢY PHÚT NỮA
1163,NHẮC TÔI ĐÓN EM LÚC SÁU GIỜ
1164,NHẮC TÔI TẮT MÁY LẠNH LÚC MƯỜI GIỜ TỐI MỖI NGÀY
1165,MỘT TIẾNG NỮA NHẮC TÔI LAU NHÀ
1166,ĐẶT BÁO THỨC LÚC TÁM GIỜ
1167,MỞ BÓT KÉT BẤT KỲ
1168,TẮT BÓT KẾT
1169,BÓT CÁT SỨC KHỎE
1170,PHÁT VỚI TỐC ĐỘ TỐC ĐỘ MỘT CHẤM NĂM
1171,BÓT CÁT YÊU ĐƯƠNG
1172,MỞ BÓT CÁT CỦA VŨ HOÀNG
1173,MỞ BÓT CÁT
1174,MỞ TIN TỨC TRÊN VÊ TÊ VÊ BA
1175,MỞ BÀI BÁO MỚI NHẤT CỦA VI EN ẸT RÉT
1176,MỞ RÂY ĐI Ô SỐ SÁU
1177,MỞ KÊNH RA ĐI Ô CA NHẠC
1178,NGÀY MỘT THÁNG NĂM LÀ NGÀY GÌ
1179,MỞ LU TÚT
1180,TẮT LU TÚT
1181,KỂ CHUYỆN MỘT TIẾNG
1182,KỂ PHẦN HAI
1183,KỂ BA CÂU CHUYỆN CỔ TÍCH
1184,TẮT TI VI PHÒNG NGỦ
1185,TĂNG ÂM LƯỢNG LÊN NĂM MƯƠI
1186,MỞ AN BUM HOÀNG
1187,MỞ AN BUM HOÀNG
1188,TUA NHANH MƯỜI GIÂY
1189,TUA LẠI MƯỜI GIÂY
1190,MỞ NHẠC TRONG BA MƯƠI PHÚT
1191,MỞ AN BUM MỚI NHẤT CỦA HOÀNG THÙY LINH
1192,MỞ NĂM BÀI HÁT BẤT KỲ
1193,MỞ NHẠC CỦA BIN GÌ
1194,MỘT CÂY VÀNG BAO NHIÊU TIỀN
1195,VÀNG BAO NHIÊU MỘT CÂY
1196,MỘT CỘNG MỘT BẰNG MẤY
1197,CA NA ĐA THUỘC CHÂU LỤC NÀO
1198,CA NA ĐA Ở ĐÂU
1199,NHẮC TÔI ĐI ĐỔ RÁC SAU BA GIỜ NỮA
1200,HAI MƯƠI PHÚT SAU NHẮC TÔI ĐI HỌC BƠI
1201,MƯỜI PHÚT NỮA NHẮC TÔI TẮM CHO CHÓ
1202,NHẮC TÔI ĂN CƠM LÚC MƯỜI HAI GIỜ
1203,GỌI TÔI DẬY LÚC SÁU GIỜ
1204,MỞ BÓT CÁT GIẢI TRÍ
1205,MỞ BÓT CÁT CÙNG BẠN SỐNG KHỎE
1206,MỞ BÓT CÁT ĐÀI VÊ Ô HẮC
1207,ĐỌC BÓT CÁT
1208,MỞ BÓT CÁT
1209,MỞ TIN CÔ VÍT
1210,MỞ RA ĐI Ô
1211,MỞ ĐÀI RA ĐI Ô VÊ Ô VÊ
1212,MỞ RA ĐI Ô CHÍN CHÍN CHẤM CHÍN
1213,NGÀY MƯỜI TÁM THÁNG BA NĂM HAI KHÔNG HAI HAI LÀ NGÀY MẤY ÂM LỊCH
1214,CA NA ĐA BÂY GIỜ ĐANG LÀ MẤY GIỜ
1215,NGÀY BA MƯƠI THÁNG TƯ LÀ NGÀY GÌ
1216,NGÀY HAI SÁU THÁNG BA LÀ NGÀY GÌ
1217,BẬT LU TÚT
1218,ĐỌC TRUYỆN SAU NĂM GIỜ NỮA
1219,ĐỌC TRUYỆN TRONG HAI MƯƠI PHÚT
1220,KỂ CHUYỆN TỚI MƯỜI GIỜ TỐI
1221,ĐỌC MƯỜI TRUYỆN CỔ TÍCH NƯỚC NGOÀI
1222,BAI
1223,TĂNG ÂM LƯỢNG TI VI
1224,MỞ TI VI
1225,HÈ LÔ
1226,MỞ MƯỜI BÀI HÁT CỦA HỒ NGỌC HÀ
1227,MỞ NHẠC ĐẾN BA GIỜ CHIỀU
1228,MỞ BÀI NHẠC CỦA NU PHƯỚC THỊNH
1229,MỞ BÀI ĐẾN VỚI NHAU LÀ SAI CỦA NU PHƯỚC THỊNH
1230,MỞ BÀI Ô KÊ EM BUỒN
1231,HAI NGÀN CỘNG MỘT NGÀN BẰNG MẤY
1232,DỊCH DÙM TÔI CÂU CHO TÔI MƯỢN TIỀN SANG TIẾNG PHÁP
1233,XÓA BÁO THỨC LÚC SÁU GIỜ
1234,XÓA HẾT NHẮC NHỞ DÙM TÔI
1235,NHẮC TÔI UỐNG THUỐC LÚC TÁM GIỜ SÁNG MỖI NGÀY
1236,BỐN GIỜ CHIỀU NHẮC TÔI ĐI BƠI
1237,ĐẶT BÁO THỨC SÁU GIỜ MỖI NGÀY
1238,BÁO THỨC LÚC NĂM GIỜ RƯỠI SÁNG MAI
1239,MỞ CHƯƠNG TRÌNH TRÒ TRUYỆN ĐÊM KHUYA
1240,MỞ TẬP MỘT CỦA CHƯƠNG TRÌNH NGUY CƠ
1241,MỞ BÓT CÁT CỦA QUỐC KHÁNH
1242,MỞ BÓT CÁT
1243,MỞ TIN TỨC KÊNH ÉP EM TÁM CHÍN CỦA VÊ Ô VÊ
1244,TIN TỨC HÔM NAY
1245,MỞ CHƯƠNG TRÌNH TRÒ TRUYỆN ĐÊM KHUYA
1246,MỞ KÊNH GION ÉP EM
1247,MỞ ĐÀI VÊ Ô VÊ
1248,MỞ TIẾNG DÁ HAI LẦN
1249,CHO NGHE TIẾNG CON CANG GU RU
1250,THÁNG NÀY CÓ NGÀY BA MƯƠI MỐT KHÔNG
1251,NGÀY BA MƯƠI LÀ THỨ MẤY
1252,BÂY GIỜ Ở CA NA ĐA LÀ MẤY GIỜ
1253,MỞ ÂM LƯỢNG MỨC MƯỜI
1254,BẬT LU TÚT
1255,KỂ LẠI TRUYỆN NÀY MỘT LẦN NỮA
1256,MỞ TRUYỆN MA TRONG NĂM TIẾNG
1257,MỞ NĂM TRUYỆN CỔ TÍCH ĐI
1258,TĂNG NHIỆT ĐỘ MÁY LẠNH THÊM BA ĐỘ
